 Temperature cover,temperature fluid,Relative humidity,condensation,hum_ratio,minute time 
276.453,276.238,0.863771,0.00411794,0,73
276.453,276.238,0.863771,0.00411794,0,74
276.453,276.238,0.863771,0.00411794,0,75
276.453,276.238,0.863771,0.00411794,0,76
276.453,276.238,0.863771,0.00411794,0,77
276.453,276.238,0.863771,0.00411794,0,78
276.453,276.238,0.863771,0.00411794,0,79
276.453,276.238,0.863771,0.00411794,0,80
276.453,276.238,0.863771,0.00411794,0,81
276.453,276.238,0.863771,0.00411794,0,82
276.453,276.238,0.863771,0.00411794,0,83
276.453,276.238,0.863771,0.00411794,0,84
276.453,276.238,0.863771,0.00411794,0,85
276.453,276.238,0.863771,0.00411794,0,86
276.453,276.238,0.863771,0.00411794,0,87
276.453,276.238,0.863771,0.00411794,0,88
276.453,276.238,0.863771,0.00411794,0,89
276.453,276.238,0.863771,0.00411794,0,90
276.453,276.238,0.863771,0.00411794,0,91
276.453,276.238,0.863771,0.00411794,0,92
276.453,276.238,0.863771,0.00411794,0,93
276.453,276.238,0.863771,0.00411794,0,94
276.453,276.238,0.863771,0.00411794,0,95
276.453,276.238,0.863771,0.00411794,0,96
276.453,276.238,0.863771,0.00411794,0,97
276.453,276.238,0.863771,0.00411794,0,98
276.453,276.238,0.863771,0.00411794,0,99
276.453,276.238,0.863771,0.00411794,0,100
276.453,276.238,0.863771,0.00411794,0,101
276.453,276.238,0.863771,0.00411794,0,102
276.453,276.238,0.863771,0.00411794,0,103
276.453,276.238,0.863771,0.00411794,0,104
276.453,276.238,0.863771,0.00411794,0,105
276.453,276.238,0.863771,0.00411794,0,106
276.453,276.238,0.863771,0.00411794,0,107
276.453,276.238,0.863771,0.00411794,0,108
276.453,276.238,0.863771,0.00411794,0,109
276.453,276.238,0.863771,0.00411794,0,110
276.453,276.238,0.863771,0.00411794,0,111
276.453,276.238,0.863771,0.00411794,0,112
276.453,276.238,0.863771,0.00411794,0,113
276.453,276.238,0.863771,0.00411794,0,114
276.453,276.238,0.863771,0.00411794,0,115
276.453,276.238,0.863771,0.00411794,0,116
276.453,276.238,0.863771,0.00411794,0,117
276.453,276.238,0.863771,0.00411794,0,118
276.453,276.238,0.863771,0.00411794,0,119
276.453,276.238,0.863771,0.00411794,0,120
276.453,276.238,0.863771,0.00411794,0,121
276.453,276.238,0.863771,0.00411794,0,122
276.453,276.238,0.863771,0.00411794,0,123
276.453,276.238,0.863771,0.00411794,0,124
276.453,276.238,0.863771,0.00411794,0,125
276.453,276.238,0.863771,0.00411794,0,126
276.453,276.238,0.863771,0.00411794,0,127
276.453,276.238,0.863771,0.00411794,0,128
276.453,276.238,0.863771,0.00411794,0,129
276.453,276.238,0.863771,0.00411794,0,130
276.453,276.238,0.863771,0.00411794,0,131
276.453,276.238,0.863771,0.00411794,0,132
276.453,276.238,0.863771,0.00411794,0,133
276.453,276.238,0.863771,0.00411794,0,134
276.453,276.238,0.863771,0.00411794,0,135
276.453,276.238,0.863771,0.00411794,0,136
276.453,276.238,0.863771,0.00411794,0,137
276.453,276.238,0.863771,0.00411794,0,138
276.453,276.238,0.863771,0.00411794,0,139
276.453,276.238,0.863771,0.00411794,0,140
276.453,276.238,0.863771,0.00411794,0,141
276.453,276.238,0.863771,0.00411794,0,142
276.453,276.238,0.863771,0.00411794,0,143
276.453,276.238,0.863771,0.00411794,0,144
276.453,276.238,0.863771,0.00411794,0,145
276.453,276.238,0.863771,0.00411794,0,146
276.453,276.238,0.863771,0.00411794,0,147
276.453,276.238,0.863771,0.00411794,0,148
276.453,276.238,0.863771,0.00411794,0,149
276.453,276.238,0.863771,0.00411794,0,150
276.453,276.238,0.863771,0.00411794,0,151
276.453,276.238,0.863771,0.00411794,0,152
276.453,276.238,0.863771,0.00411794,0,153
276.453,276.238,0.863771,0.00411794,0,154
276.453,276.238,0.863771,0.00411794,0,155
276.453,276.238,0.863771,0.00411794,0,156
276.453,276.238,0.863771,0.00411794,0,157
276.453,276.238,0.863771,0.00411794,0,158
276.453,276.238,0.863771,0.00411794,0,159
276.453,276.238,0.863771,0.00411794,0,160
276.453,276.238,0.863771,0.00411794,0,161
276.453,276.238,0.863771,0.00411794,0,162
276.453,276.238,0.863771,0.00411794,0,163
276.453,276.238,0.863771,0.00411794,0,164
276.453,276.238,0.863771,0.00411794,0,165
276.453,276.238,0.863771,0.00411794,0,166
276.453,276.238,0.863771,0.00411794,0,167
276.453,276.238,0.863771,0.00411794,0,168
276.453,276.238,0.863771,0.00411794,0,169
276.453,276.238,0.863771,0.00411794,0,170
276.453,276.238,0.863771,0.00411794,0,171
276.453,276.238,0.863771,0.00411794,0,172
276.453,276.238,0.863771,0.00411794,0,173
276.453,276.238,0.863771,0.00411794,0,174
276.453,276.238,0.863771,0.00411794,0,175
276.453,276.238,0.863771,0.00411794,0,176
276.453,276.238,0.863771,0.00411794,0,177
276.453,276.238,0.863771,0.00411794,0,178
276.453,276.238,0.863771,0.00411794,0,179
276.453,276.238,0.863771,0.00411794,0,180
276.453,276.238,0.863771,0.00411794,0,181
276.453,276.238,0.863771,0.00411794,0,182
276.453,276.238,0.863771,0.00411794,0,183
276.453,276.238,0.863771,0.00411794,0,184
276.453,276.238,0.863771,0.00411794,0,185
276.453,276.238,0.863771,0.00411794,0,186
276.453,276.238,0.863771,0.00411794,0,187
276.453,276.238,0.863771,0.00411794,0,188
276.453,276.238,0.863771,0.00411794,0,189
276.453,276.238,0.863771,0.00411794,0,190
276.453,276.238,0.863771,0.00411794,0,191
276.453,276.238,0.863771,0.00411794,0,192
276.453,276.238,0.863771,0.00411794,0,193
276.453,276.238,0.863771,0.00411794,0,194
276.453,276.238,0.863771,0.00411794,0,195
276.453,276.238,0.863771,0.00411794,0,196
276.453,276.238,0.863771,0.00411794,0,197
276.453,276.238,0.863771,0.00411794,0,198
276.453,276.238,0.863771,0.00411794,0,199
276.453,276.238,0.863771,0.00411794,0,200
276.453,276.238,0.863771,0.00411794,0,201
276.453,276.238,0.863771,0.00411794,0,202
276.453,276.238,0.863771,0.00411794,0,203
276.453,276.238,0.863771,0.00411794,0,204
276.453,276.238,0.863771,0.00411794,0,205
276.453,276.238,0.863771,0.00411794,0,206
276.453,276.238,0.863771,0.00411794,0,207
276.453,276.238,0.863771,0.00411794,0,208
276.453,276.238,0.863771,0.00411794,0,209
276.453,276.238,0.863771,0.00411794,0,210
276.453,276.238,0.863771,0.00411794,0,211
276.453,276.238,0.863771,0.00411794,0,212
276.453,276.238,0.863771,0.00411794,0,213
276.453,276.238,0.863771,0.00411794,0,214
276.453,276.238,0.863771,0.00411794,0,215
276.453,276.238,0.863771,0.00411794,0,216
276.453,276.238,0.863771,0.00411794,0,217
276.453,276.238,0.863771,0.00411794,0,218
276.453,276.238,0.863771,0.00411794,0,219
276.453,276.238,0.863771,0.00411794,0,220
276.453,276.238,0.863771,0.00411794,0,221
276.453,276.238,0.863771,0.00411794,0,222
276.453,276.238,0.863771,0.00411794,0,223
276.453,276.238,0.863771,0.00411794,0,224
276.453,276.238,0.863771,0.00411794,0,225
276.453,276.238,0.863771,0.00411794,0,226
276.453,276.238,0.863771,0.00411794,0,227
276.453,276.238,0.863771,0.00411794,0,228
276.453,276.238,0.863771,0.00411794,0,229
276.453,276.238,0.863771,0.00411794,0,230
276.453,276.238,0.863771,0.00411794,0,231
276.453,276.238,0.863771,0.00411794,0,232
276.453,276.238,0.863771,0.00411794,0,233
276.453,276.238,0.863771,0.00411794,0,234
276.453,276.238,0.863771,0.00411794,0,235
276.453,276.238,0.863771,0.00411794,0,236
276.453,276.238,0.863771,0.00411794,0,237
276.453,276.238,0.863771,0.00411794,0,238
276.453,276.238,0.863771,0.00411794,0,239
276.453,276.238,0.863771,0.00411794,0,240
276.453,276.238,0.863771,0.00411794,0,241
276.453,276.238,0.863771,0.00411794,0,242
276.453,276.238,0.863771,0.00411794,0,243
276.453,276.238,0.863771,0.00411794,0,244
276.453,276.238,0.863771,0.00411794,0,245
276.453,276.238,0.863771,0.00411794,0,246
276.453,276.238,0.863771,0.00411794,0,247
276.453,276.238,0.863771,0.00411794,0,248
276.453,276.238,0.863771,0.00411794,0,249
276.453,276.238,0.863771,0.00411794,0,250
276.453,276.238,0.863771,0.00411794,0,251
276.453,276.238,0.863771,0.00411794,0,252
276.453,276.238,0.863771,0.00411794,0,253
276.453,276.238,0.863771,0.00411794,0,254
276.453,276.238,0.863771,0.00411794,0,255
276.453,276.238,0.863771,0.00411794,0,256
276.453,276.238,0.863771,0.00411794,0,257
276.453,276.238,0.863771,0.00411794,0,258
276.453,276.238,0.863771,0.00411794,0,259
276.453,276.238,0.863771,0.00411794,0,260
276.453,276.238,0.863771,0.00411794,0,261
276.453,276.238,0.863771,0.00411794,0,262
276.453,276.238,0.863771,0.00411794,0,263
276.453,276.238,0.863771,0.00411794,0,264
276.453,276.238,0.863771,0.00411794,0,265
276.453,276.238,0.863771,0.00411794,0,266
276.453,276.238,0.863771,0.00411794,0,267
276.453,276.238,0.863771,0.00411794,0,268
276.453,276.238,0.863771,0.00411794,0,269
276.453,276.238,0.863771,0.00411794,0,270
276.453,276.238,0.863771,0.00411794,0,271
276.453,276.238,0.863771,0.00411794,0,272
276.453,276.238,0.863771,0.00411794,0,273
276.453,276.238,0.863771,0.00411794,0,274
276.453,276.238,0.863771,0.00411794,0,275
276.453,276.238,0.863771,0.00411794,0,276
276.453,276.238,0.863771,0.00411794,0,277
276.453,276.238,0.863771,0.00411794,0,278
276.453,276.238,0.863771,0.00411794,0,279
276.453,276.238,0.863771,0.00411794,0,280
276.453,276.238,0.863771,0.00411794,0,281
276.453,276.238,0.863771,0.00411794,0,282
276.453,276.238,0.863771,0.00411794,0,283
276.453,276.238,0.863771,0.00411794,0,284
276.453,276.238,0.863771,0.00411794,0,285
276.453,276.238,0.863771,0.00411794,0,286
276.453,276.238,0.863771,0.00411794,0,287
276.453,276.238,0.863771,0.00411794,0,288
276.453,276.238,0.863771,0.00411794,0,289
276.453,276.238,0.863771,0.00411794,0,290
276.453,276.238,0.863771,0.00411794,0,291
276.453,276.238,0.863771,0.00411794,0,292
276.453,276.238,0.863771,0.00411794,0,293
276.453,276.238,0.863771,0.00411794,0,294
276.453,276.238,0.863771,0.00411794,0,295
276.453,276.238,0.863771,0.00411794,0,296
276.453,276.238,0.863771,0.00411794,0,297
276.453,276.238,0.863771,0.00411794,0,298
276.453,276.238,0.863771,0.00411794,0,299
276.453,276.238,0.863771,0.00411794,0,300
276.453,276.238,0.863771,0.00411794,0,301
276.453,276.238,0.863771,0.00411794,0,302
276.453,276.238,0.863771,0.00411794,0,303
276.453,276.238,0.863771,0.00411794,0,304
276.453,276.238,0.863771,0.00411794,0,305
276.453,276.238,0.863771,0.00411794,0,306
276.453,276.238,0.863771,0.00411794,0,307
276.453,276.238,0.863771,0.00411794,0,308
276.453,276.238,0.863771,0.00411794,0,309
276.453,276.238,0.863771,0.00411794,0,310
276.453,276.238,0.863771,0.00411794,0,311
276.453,276.238,0.863771,0.00411794,0,312
276.453,276.238,0.863771,0.00411794,0,313
276.453,276.238,0.863771,0.00411794,0,314
276.453,276.238,0.863771,0.00411794,0,315
276.453,276.238,0.863771,0.00411794,0,316
276.453,276.238,0.863771,0.00411794,0,317
276.453,276.238,0.863771,0.00411794,0,318
276.453,276.238,0.863771,0.00411794,0,319
276.453,276.238,0.863771,0.00411794,0,320
276.453,276.238,0.863771,0.00411794,0,321
276.453,276.238,0.863771,0.00411794,0,322
276.453,276.238,0.863771,0.00411794,0,323
276.453,276.238,0.863771,0.00411794,0,324
276.453,276.238,0.863771,0.00411794,0,325
276.453,276.238,0.863771,0.00411794,0,326
276.453,276.238,0.863771,0.00411794,0,327
276.453,276.238,0.863771,0.00411794,0,328
276.453,276.238,0.863771,0.00411794,0,329
276.453,276.238,0.863771,0.00411794,0,330
276.453,276.238,0.863771,0.00411794,0,331
276.453,276.238,0.863771,0.00411794,0,332
276.453,276.238,0.863771,0.00411794,0,333
276.453,276.238,0.863771,0.00411794,0,334
276.453,276.238,0.863771,0.00411794,0,335
276.453,276.238,0.863771,0.00411794,0,336
276.453,276.238,0.863771,0.00411794,0,337
276.453,276.238,0.863771,0.00411794,0,338
276.453,276.238,0.863771,0.00411794,0,339
276.453,276.238,0.863771,0.00411794,0,340
276.453,276.238,0.863771,0.00411794,0,341
276.453,276.238,0.863771,0.00411794,0,342
276.453,276.238,0.863771,0.00411794,0,343
276.453,276.238,0.863771,0.00411794,0,344
276.453,276.238,0.863771,0.00411794,0,345
276.453,276.238,0.863771,0.00411794,0,346
276.453,276.238,0.863771,0.00411794,0,347
276.453,276.238,0.863771,0.00411794,0,348
276.453,276.238,0.863771,0.00411794,0,349
276.453,276.238,0.863771,0.00411794,0,350
276.453,276.238,0.863771,0.00411794,0,351
276.453,276.238,0.863771,0.00411794,0,352
276.453,276.238,0.863771,0.00411794,0,353
276.453,276.238,0.863771,0.00411794,0,354
276.453,276.238,0.863771,0.00411794,0,355
276.453,276.238,0.863771,0.00411794,0,356
276.453,276.238,0.863771,0.00411794,0,357
276.453,276.238,0.863771,0.00411794,0,358
276.453,276.238,0.863771,0.00411794,0,359
276.453,276.238,0.863771,0.00411794,0,360
276.453,276.238,0.863771,0.00411794,0,361
276.453,276.238,0.863771,0.00411794,0,362
276.453,276.238,0.863771,0.00411794,0,363
276.453,276.238,0.863771,0.00411794,0,364
276.453,276.238,0.863771,0.00411794,0,365
276.453,276.238,0.863771,0.00411794,0,366
276.453,276.238,0.863771,0.00411794,0,367
276.453,276.238,0.863771,0.00411794,0,368
276.453,276.238,0.863771,0.00411794,0,369
276.453,276.238,0.863771,0.00411794,0,370
276.453,276.238,0.863771,0.00411794,0,371
276.453,276.238,0.863771,0.00411794,0,372
276.453,276.238,0.863771,0.00411794,0,373
276.453,276.238,0.863771,0.00411794,0,374
276.453,276.238,0.863771,0.00411794,0,375
276.453,276.238,0.863771,0.00411794,0,376
276.453,276.238,0.863771,0.00411794,0,377
276.453,276.238,0.863771,0.00411794,0,378
276.453,276.238,0.863771,0.00411794,0,379
276.453,276.238,0.863771,0.00411794,0,380
276.453,276.238,0.863771,0.00411794,0,381
276.453,276.238,0.863771,0.00411794,0,382
276.453,276.238,0.863771,0.00411794,0,383
276.453,276.238,0.863771,0.00411794,0,384
276.453,276.238,0.863771,0.00411794,0,385
276.453,276.238,0.863771,0.00411794,0,386
276.453,276.238,0.863771,0.00411794,0,387
276.453,276.238,0.863771,0.00411794,0,388
276.453,276.238,0.863771,0.00411794,0,389
276.453,276.238,0.863771,0.00411794,0,390
276.453,276.238,0.863771,0.00411794,0,391
276.453,276.238,0.863771,0.00411794,0,392
276.453,276.238,0.863771,0.00411794,0,393
276.453,276.238,0.863771,0.00411794,0,394
276.453,276.238,0.863771,0.00411794,0,395
276.453,276.238,0.863771,0.00411794,0,396
276.453,276.238,0.863771,0.00411794,0,397
276.453,276.238,0.863771,0.00411794,0,398
276.453,276.238,0.863771,0.00411794,0,399
276.453,276.238,0.863771,0.00411794,0,400
276.453,276.238,0.863771,0.00411794,0,401
276.453,276.238,0.863771,0.00411794,0,402
276.453,276.238,0.863771,0.00411794,0,403
276.453,276.238,0.863771,0.00411794,0,404
276.453,276.238,0.863771,0.00411794,0,405
276.453,276.238,0.863771,0.00411794,0,406
276.453,276.238,0.863771,0.00411794,0,407
276.453,276.238,0.863771,0.00411794,0,408
276.453,276.238,0.863771,0.00411794,0,409
276.453,276.238,0.863771,0.00411794,0,410
276.453,276.238,0.863771,0.00411794,0,411
276.453,276.238,0.863771,0.00411794,0,412
276.453,276.238,0.863771,0.00411794,0,413
276.453,276.238,0.863771,0.00411794,0,414
276.453,276.238,0.863771,0.00411794,0,415
276.453,276.238,0.863771,0.00411794,0,416
276.453,276.238,0.863771,0.00411794,0,417
276.453,276.238,0.863771,0.00411794,0,418
276.453,276.238,0.863771,0.00411794,0,419
